Name,CR,Size,HP,AC,Base Speed,Fly Speed,Burrow Speed,Swim Speed,Climb Speed,Number of Skills,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Saving Throw Bonus,Passive Perception,"Truesight (0 if none, else range in ft.)","Darkvision (0 if none, else range in ft.)","Blindsight (0 if none, else range in ft.)","Tremorsense (0 if none, else range in ft.)",Number Of Passive Abilities,Number of Actions,Max. Attack Bonus,Max. Damage Roll,Spellcasting,Number of Spells Known,Max. Spell Level,Spell Save DC,Spoken Languages,"Telepathy (0 if none, else range in ft.)",Number of Legendary Actions,Number of Legendary Saves,Weaknesses,Damage Immunities,Number of Immunities,Resistances,Number of Resistances,Condition Immunities
Drider,9,Large,123,19,30,0,0,0,30,2,16,16,18,13,14,12,None,0,15,0,120,0,0,5,4,6,20,Yes,3,2,13,"Elvish, Undercommon",0,0,0,None,,0,,0,None
Dryad,4,Medium,22,11,30,0,0,0,0,2,10,12,11,14,15,18,None,0,14,0,60,0,0,4,2,6,16,Yes,6,2,14,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Duergar,4,Medium,26,16,25,0,0,0,0,0,14,11,14,11,10,9,None,0,10,0,120,0,0,2,4,4,18,No,0,0,0,"Dwarvish, Undercommon",0,0,0,None,,0,Poison,1,None
Air Elemental,8,Large,90,15,0,90,0,0,0,0,14,20,14,6,10,6,None,0,10,0,60,0,0,1,3,8,21,No,0,0,0,Auran,0,0,0,None,Poison,1,"Lightning, Thuder, BPS From Nonmagical Attacks",3,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Earth Elemental,8,Large,126,17,30,0,30,0,0,0,20,8,20,5,10,5,None,0,10,0,60,0,60,2,2,8,21,No,0,0,0,Terran,0,0,0,Thunder,Poison,1,BPS From Nonmagical Attacks,1,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious"
Fire Elemental,8,Large,102,13,50,0,0,0,0,0,10,17,16,6,10,7,None,0,10,0,60,0,0,3,2,6,15,No,0,0,0,Ignan,0,0,0,None,"Fire, Poison",2,BPS From Nonmagical Attacks,1,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Water Elemental,8,Large,114,14,30,0,0,90,0,0,18,14,18,5,10,8,None,0,10,0,60,0,0,2,4,7,20,No,0,0,0,Aquan,0,0,0,None,Poison,1,"Acid, BPS From Nonmagical Attacks",2,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Drow,2,Medium,13,15,30,0,0,0,0,2,10,14,10,11,11,12,None,0,12,0,120,0,0,3,2,4,8,Yes,3,2,11,"Elvish, Undercommon",0,0,0,None,,0,,0,None
Drow Elite Warrior,8,Medium,71,18,30,0,0,0,0,2,13,18,14,11,13,12,"Dex, Con, Wis",3,14,0,120,0,0,3,3,7,10,Yes,4,2,12,"Elvish, Undercommon",0,0,0,None,,0,,0,None
Drow Mage,10,Medium,45,12,30,0,0,0,0,4,9,14,10,17,13,12,None,0,14,0,120,0,0,4,2,2,13,Yes,16,5,14,"Elvish, Undercommon",0,0,0,None,,0,,0,None
Drow Priestess of Lolth,11,Medium,71,16,30,0,0,0,0,4,10,14,12,13,17,18,"Con, Wis, Cha",3,16,0,120,0,0,4,4,4,38,Yes,18,5,14,"Elvish, Undercommon",0,0,0,None,,0,,0,None
Empyrean,26,Huge,313,22,50,50,0,50,0,2,30,21,30,21,22,27,"Str, Int, Wis, Cha",7,16,120,0,0,0,4,2,17,46,Yes,9,7,23,All,0,3,3,None,BPS From Nonmagical Attacks,1,,0,None
Ettercap,5,Medium,44,13,30,0,0,0,30,3,14,15,13,7,12,8,None,0,13,0,60,0,0,3,4,4,18,No,0,0,0,None,0,0,0,None,,0,,0,None
Ettin,7,Large,85,12,40,0,0,0,0,1,21,8,17,6,10,8,None,0,14,0,60,0,0,2,3,7,21,No,0,0,0,"Giant, Orc",0,0,0,None,,0,,0,None
Faerie Dragon (Red),4,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,3,1,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Orange),4,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,4,1,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Yellow),4,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,5,3,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Green),5,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,6,3,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Blue),5,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,7,3,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Indigo),5,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,8,4,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Faerie Dragon (Violet),5,Tiny,14,15,10,60,0,0,0,3,3,20,13,14,12,16,None,0,13,0,60,0,0,4,2,7,1,Yes,9,4,13,"Draconic, Sylvan",0,0,0,None,,0,,0,None
Flameskull,7,Tiny,40,14,0,40,0,0,0,2,1,17,14,16,10,11,None,0,12,0,60,0,0,4,2,5,18,Yes,6,3,13,Common,0,0,0,None,"Cold, Fire, Poison",3,"Lightning, Necrotic, Piercing",3,"Charmed, Frightened, Paralyzed, Poisoned"
Flumph,1,Small,7,12,5,30,0,0,0,3,6,15,10,14,14,11,None,0,12,0,60,0,0,3,2,4,10,No,0,0,0,Undercommon,0,0,0,Psychic,,0,,0,None
Fomorian,11,Huge,149,14,30,0,0,0,0,2,23,10,20,9,14,6,None,0,18,0,120,0,0,0,4,9,30,No,0,0,0,"Giant, Undercommon",0,0,0,None,,0,,0,None
Gas Spore,3,Large,1,5,0,10,0,0,0,9,5,1,3,1,1,1,None,0,5,0,0,30,0,2,1,0,1,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Blinded, Deafened, Frightened, Paralyzed, Poisoned, Prone"
Shrieker,0,Medium,13,5,0,0,0,0,0,0,1,1,10,1,3,1,None,0,6,0,0,30,0,1,1,0,0,No,0,0,0,None,0,0,0,None,,0,,0,"Blinded, Deadened, Frightened"
Violet Fungus,2,Medium,18,5,5,0,0,0,0,0,3,1,10,1,3,1,None,0,6,0,0,30,0,1,2,2,8,No,0,0,0,None,0,0,0,None,,0,,0,"Blinded, Deadened, Frightened"
Galeb Duhr,9,Medium,85,16,15,0,0,0,0,0,20,14,20,11,12,11,None,0,11,0,60,0,60,2,2,8,17,No,0,0,0,Terran,0,0,0,None,Poison,1,BPS From Nonmagical Attacks,1,"Exhaustion, Paralyzed, Petrified, Poisoned"
Gargoyle,5,Medium,52,15,30,60,0,0,0,0,15,11,16,6,11,7,None,0,10,0,60,0,0,1,3,4,8,No,0,0,0,Terran,0,0,0,None,Poison,1,BPS From Nonmagical Attacks,1,"Exhaustion, Petrified, Poisoned"
Dao,14,Large,187,18,30,30,30,0,0,0,23,12,24,12,13,14,"Int, Wis, Cha",4,11,0,120,0,0,4,3,10,30,Yes,12,7,14,Terran,0,0,0,None,,0,,0,Petrified
Djinni,14,Large,161,17,30,90,0,0,0,0,21,15,22,15,16,20,"Dex, Wis, Cha",4,13,0,120,0,0,3,3,9,23,Yes,12,7,17,Auran,0,0,0,None,"Lightning, Thunder",2,,0,None
Efreeti,14,Large,200,17,40,60,0,0,0,0,22,12,24,16,15,16,"Int, Wis, Cha",4,12,0,120,0,0,2,3,10,30,Yes,9,7,15,Ignan,0,0,0,None,Fire,1,,0,None
Marid,14,Large,229,17,30,60,0,90,0,0,22,12,26,18,17,18,"Dex, Wis, Cha",4,13,0,120,30,9,3,3,10,22,Yes,13,7,16,Aquan,0,0,0,None,,0,"Acid, Cold, Lightning",3,None
Ghost,7,Medium,45,11,0,40,0,0,0,0,7,13,10,10,12,17,None,0,11,0,60,0,0,2,4,5,27,No,0,0,0,Knew In Life,0,0,0,None,"Cold, Necrotic, Poison",3,"Acid, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",5,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Ghast,5,Medium,36,13,30,0,0,0,0,0,16,17,10,11,10,8,None,0,10,0,60,0,0,2,2,5,19,No,0,0,0,Common,0,0,0,None,Poison,1,Necrotic,1,"Charmed, Exhaustion, Poisoned"
Ghoul,4,Medium,22,12,30,0,0,0,0,0,13,15,10,7,10,6,None,0,10,0,70,0,0,0,2,4,14,No,0,0,0,Common,0,0,0,None,Poison,1,,0,"Charmed, Exhaustion, Poisoned"
Cloud Giant,12,Huge,200,14,40,0,0,0,0,2,27,10,22,2,16,16,"Con, Wis, Cha",4,17,0,0,0,0,2,3,12,48,Yes,8,8,15,"Common, Giant",0,0,0,None,,0,,0,None
Fire Giant,12,Huge,162,18,30,0,0,0,0,2,25,9,23,10,14,13,"Dex, Con, Cha",4,16,0,0,0,0,0,3,11,47,No,0,0,0,Giant,0,0,0,None,Fire,1,,0,None
Frost Giant,11,Huge,138,15,40,0,0,0,0,2,23,9,21,9,10,12,"Con, Wis, Cha",3,13,0,0,0,0,0,3,9,46,No,0,0,0,Giant,0,0,0,None,Cold,1,,0,None
Hill Giant,8,Huge,105,13,40,0,0,0,0,1,21,8,19,5,9,6,None,0,12,0,0,0,0,0,3,8,35,No,0,0,0,Giant,0,0,0,None,,0,,0,None
Stone Giant,10,Huge,126,17,40,0,0,0,0,2,23,15,20,10,12,9,"Dex, Con, Wis",3,14,0,60,0,0,1,3,9,46,No,0,0,0,Giant,0,0,0,None,,0,,0,None
Storm Giant,16,Huge,230,16,50,0,0,50,0,4,29,14,20,16,18,18,"Str, Con, Wis, Cha",5,19,0,0,0,0,2,4,14,57,Yes,6,8,17,"Common, Giant",0,0,0,None,"Lightning, Thunder",2,Cold,1,None
Gibbering Mouther,5,Medium,67,9,10,0,0,10,0,0,10,8,16,3,10,6,None,0,10,0,60,0,0,2,3,2,30,No,0,0,0,None,0,0,0,None,,0,,0,Prone
Githyanki Warrior,6,Medium,49,17,30,0,0,0,0,0,15,14,12,13,13,10,"Con, Int, Wis",2,11,0,0,0,0,1,2,4,26,Yes,4,3,11,Gith,0,0,0,None,,0,,0,None
Githyanki Knight,11,Medium,91,18,30,0,0,0,0,0,16,14,15,14,14,15,"Con, Int, Wis",3,12,0,0,0,0,1,2,9,36,Yes,7,7,13,Gith,0,0,0,None,,0,,0,None
Githzerai Monk,5,Medium,38,14,30,0,0,0,0,2,12,15,12,13,14,10,"Str, Dex, Int, Wis",2,14,0,0,0,0,2,2,4,26,Yes,5,2,12,Gith,0,0,0,None,,0,,0,None
Githzerai Zerth,9,Medium,84,17,30,0,0,0,0,3,13,18,15,16,17,12,"Str, Dex, Int, Wis",3,16,0,0,0,0,2,2,7,40,Yes,7,7,14,Gith,0,0,0,None,,0,,0,None
Gnoll,3,Medium,22,15,30,0,0,0,0,0,14,12,11,6,10,7,None,0,10,0,60,0,0,1,3,4,10,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gnoll Pack Lord,5,Medium,49,15,30,0,0,0,0,0,16,14,13,8,11,9,None,0,10,0,60,0,0,1,5,5,13,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gnoll Fang of Yeenoghu,7,Medium,65,14,30,0,0,0,0,0,17,15,15,10,11,13,"Con, Wis, Cha",2,10,0,60,0,0,1,3,5,11,No,0,0,0,"Abyssal, Gnoll",0,0,0,None,,0,,0,None
Deep Gnome (Svirfneblin),3,Small,16,15,20,0,0,0,0,0,15,14,14,12,10,9,None,0,12,0,120,0,0,3,2,4,10,Yes,4,3,11,"Gnomish, Terran, Undercommon",0,0,0,None,,0,,0,None
Goblin,2,Small,7,15,30,0,0,0,0,1,8,14,10,10,8,8,None,0,9,0,60,0,0,1,2,4,8,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Goblin Boss,4,Small,21,17,30,0,0,0,0,1,10,14,10,10,8,10,None,0,9,0,60,0,0,1,3,4,8,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Clay Golem,12,Large,133,14,20,0,0,0,0,0,20,9,18,3,8,1,None,0,9,0,60,0,0,5,3,8,25,No,0,0,0,None,0,0,0,None,,0,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Flesh Golem,8,Medium,93,9,30,0,0,0,0,0,19,9,18,6,10,5,None,0,10,0,60,0,0,6,2,7,20,No,0,0,0,None,0,0,0,None,"Lightning, Poison, BPS From Nonmagical Attacks",3,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Iron Golem,19,Large,210,20,30,0,0,0,0,0,24,9,20,3,11,1,None,0,10,0,120,0,0,4,4,13,37,No,0,0,0,None,0,0,0,None,"Fire, Poison, Psychic, BPS From Nonmagical Attacks",4,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Stone Golem,13,Large,178,17,30,0,0,0,0,0,22,9,20,3,11,1,None,0,10,0,120,0,0,3,3,10,30,No,0,0,0,None,0,0,0,None,"Poison, Psychic, BPS From Nonmagical Attacks",3,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Gorgon,8,Large,114,19,40,0,0,0,0,1,20,11,18,2,12,7,None,0,14,0,60,0,0,1,3,8,27,No,0,0,0,None,0,0,0,None,,0,,0,None
Grell,6,Medium,55,12,10,30,0,0,0,2,15,14,13,12,11,9,None,0,14,0,60,0,0,0,3,4,12,No,0,0,0,None,0,0,0,None,Lightning,1,,0,"Blinded, Prone"
Grick,5,Medium,27,14,30,0,0,0,30,0,14,14,11,3,14,5,None,0,12,0,60,0,0,1,3,4,14,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Grick Alpha,10,Large,75,18,30,0,0,0,30,0,18,16,15,4,14,9,None,0,12,0,60,0,0,1,4,7,36,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Griffon,5,Large,59,12,30,80,0,0,0,1,18,15,16,3,13,8,None,0,15,0,60,0,0,1,3,6,16,No,0,0,0,None,0,0,0,None,,0,,0,None
Grimlock,2,Medium,11,11,30,0,0,0,0,3,16,12,12,9,8,6,None,0,13,0,30,0,0,3,1,5,11,No,0,0,0,Undercommon,0,0,0,None,,0,,0,Blinded
Green Hag,6,Medium,82,17,30,0,0,0,0,4,18,12,16,13,14,14,None,0,14,0,60,0,0,3,3,6,20,Yes,3,0,12,"Common, Draconic, Sylvan",0,0,0,None,,0,,0,None
Night Hag,8,Medium,112,17,30,0,0,0,0,4,18,15,16,16,14,16,None,0,16,0,120,0,0,2,4,6,20,Yes,5,7,13,"Abyssal, Common, Infernal, Primordial",0,0,0,None,,0,"Cold, Fire, BPS From Nonmagical Attacks",3,Charmed
Sea Hag,5,Medium,52,14,30,0,0,40,0,0,16,13,16,12,12,13,None,0,11,0,60,0,0,2,3,5,15,No,0,0,0,"Aquan, Common, Giant",0,0,0,None,,0,,0,None
Harpy,4,Medium,38,11,20,40,0,0,0,0,12,13,12,7,10,13,None,0,10,0,0,0,0,0,4,3,9,No,0,0,0,Common,0,0,0,None,,0,,0,None
Hell Hound,6,Medium,45,15,50,0,0,0,0,1,17,12,14,6,13,6,None,0,15,0,0,0,0,2,2,5,23,No,0,0,0,None,0,0,0,None,Fire,1,,0,None
Helmed Horror,7,Medium,60,20,30,30,0,0,0,1,18,13,16,10,10,10,None,0,14,0,0,60,0,2,2,6,14,No,0,0,0,None,0,0,0,None,"Force, Necrotic, Poison",3,BPS From Nonmagical Attacks,1,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned, Stunned"
Hippogriff,4,Large,19,11,40,60,0,0,0,1,17,13,13,2,12,8,None,0,15,0,0,0,0,1,3,5,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Hobgoblin,3,Medium,11,18,30,0,0,0,0,0,13,12,12,10,10,9,None,0,10,0,60,0,0,1,2,3,11,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Hobgoblin Captain,6,Medium,39,17,30,0,0,0,0,0,15,14,14,12,10,13,None,0,10,0,60,0,0,1,4,4,14,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Hobgoblin Warlord,9,Medium,97,20,30,0,0,0,0,0,16,14,16,14,11,15,"Int, Wis, Cha",3,10,0,60,0,0,1,5,9,13,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Homunculus,0,Tiny,5,13,20,40,0,0,0,0,4,15,11,10,10,7,None,0,10,0,60,0,0,1,1,4,1,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Charmed, Poisoned"
Hook Horror,6,Large,75,15,30,0,0,0,30,1,18,10,15,6,12,7,None,0,13,0,10,60,0,2,2,6,16,No,0,0,0,Hook Horror,0,0,0,None,,0,,0,None
Hydra,11,Huge,172,15,30,0,0,30,0,1,20,12,20,2,10,7,None,0,16,0,60,0,0,4,2,8,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Intellect Devourer,5,Tiny,21,12,40,0,0,0,0,2,6,14,13,12,11,10,None,0,12,0,60,0,0,1,4,4,10,No,0,0,0,Deep Speech,60,0,0,None,,0,BPS From Nonmagical Attacks,1,Blinded
Invisible Stalker,9,Medium,104,14,50,50,0,0,0,2,16,19,14,10,15,11,None,0,18,0,60,0,0,2,2,6,15,No,0,0,0,Auran,0,0,0,None,Poison,1,BPS From Nonmagical Attacks,1,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Jackalwere,3,Medium,18,12,40,0,0,0,0,3,11,15,11,13,11,10,None,0,12,0,0,0,0,3,3,4,6,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Kenku,2,Medium,13,13,30,0,0,0,0,3,10,16,10,11,10,10,None,0,12,0,0,0,0,2,2,5,9,No,0,0,0,"Auran, Common",0,0,0,None,,0,,0,None
Winged Kobold,2,Small,7,13,30,30,0,0,0,0,7,16,9,8,7,8,None,0,8,0,60,0,0,2,2,5,9,No,0,0,0,"Common, Draconic",0,0,0,None,,0,,0,None
Kobold,1,Small,5,12,30,0,0,0,0,0,7,15,9,8,7,8,None,0,8,0,60,0,0,2,2,4,6,No,0,0,0,"Common, Draconic",0,0,0,None,,0,,0,None
Kraken,26,Gargantuan,472,18,20,0,0,60,0,0,30,11,25,22,18,20,"Str, Dex, Con, Int, Wis",8,14,120,0,0,0,3,5,18,34,No,0,0,0,"Abyssal, Celestial, Infernal, Primordial",120,0,0,None,"Lightning, BPS From Nonmagical Attacks",2,,0,"Frightened, Paralyzed"
Kuo-Toa,2,Medium,18,13,30,0,0,30,0,1,13,10,11,11,10,8,None,0,14,0,120,0,0,4,3,3,9,No,0,0,0,Undercommon,0,0,0,None,,0,,0,None
Kua-Toa Archpriest,9,Medium,97,13,30,0,0,30,0,2,16,14,16,13,16,14,None,0,19,0,120,0,0,5,3,6,33,Yes,14,5,14,Undercommon,0,0,0,None,,0,,0,None
Kua-Toa Whip,4,Medium,65,11,30,0,0,30,0,2,14,10,14,12,14,11,None,0,16,0,120,0,0,5,3,4,8,Yes,4,1,12,Undercommon,0,0,0,None,,0,,0,None
Lamia,7,Large,97,13,30,0,0,0,0,3,16,13,15,14,15,16,None,0,12,0,60,0,0,1,4,5,23,Yes,7,5,13,"Abyssal, Common",0,0,0,None,,0,,0,None
Lizardfolk,3,Medium,22,15,30,0,0,30,0,3,15,10,13,7,12,7,None,0,13,0,0,0,0,1,4,4,8,No,0,0,0,Draconic,0,0,0,None,,0,,0,None
Lizardfolk Shaman,5,Medium,27,13,30,0,0,30,0,3,15,10,13,10,15,8,None,0,14,0,0,0,0,2,4,4,12,Yes,9,3,12,Draconic,0,0,0,None,,0,,0,None
Lizard King/Queen,7,Medium,78,15,30,0,0,30,0,3,17,12,15,11,11,15,"Con, Wis",2,14,0,60,0,0,2,4,5,11,No,0,0,0,"Abyssal, Draconic",0,0,0,None,,0,,0,Frightened
Werebear (Human Form),8,Medium,135,10,30,0,0,0,0,1,19,10,17,11,12,12,None,0,17,0,0,0,0,2,2,7,16,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Werebear (Bear Form),8,Medium,135,11,40,0,0,30,0,1,19,10,17,11,12,12,None,0,17,0,0,0,0,2,3,7,24,No,0,0,0,None,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Werebear (Hybrid Form),8,Medium,135,11,40,0,0,30,0,1,19,10,17,11,12,12,None,0,17,0,0,0,0,2,4,7,24,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wereboar (Human Form),7,Medium,78,10,30,0,0,0,0,1,17,10,15,10,11,8,None,0,12,0,0,0,0,2,2,5,15,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wereboar (Boar Form),7,Medium,78,11,40,0,0,0,0,1,17,10,15,10,11,8,None,0,12,0,0,0,0,3,1,5,15,No,0,0,0,None,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wereboar (Hybrid Form),7,Medium,78,11,40,0,0,0,0,1,17,10,15,10,11,8,None,0,12,0,0,0,0,3,3,5,15,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wererat (Human Form),5,Medium,33,12,30,0,0,0,0,2,10,15,12,11,10,8,None,0,12,0,0,0,0,2,3,4,8,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wererat (Rat Form),5,Medium,33,12,30,0,0,0,0,2,10,15,12,11,10,8,None,0,12,0,60,0,0,2,1,4,6,No,0,0,0,None,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Wererat (Hybrid Form),5,Medium,33,12,30,0,0,0,0,2,10,15,12,11,10,8,None,0,12,0,0,0,0,2,4,4,8,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Weretiger (Human Form),7,Medium,120,12,30,0,0,0,0,2,17,15,16,10,13,11,None,0,15,0,60,0,0,3,5,5,10,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Weretiger (Tiger Form),7,Medium,120,12,40,0,0,0,0,2,17,15,16,10,13,11,None,0,15,0,60,0,0,3,2,5,13,No,0,0,0,None,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Weretiger (Hybrid Form),7,Medium,120,12,30,0,0,0,0,2,17,15,16,10,13,11,None,0,15,0,60,0,0,3,5,5,13,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Werewolf (Human Form),6,Medium,58,11,30,0,0,0,0,2,15,13,14,10,11,10,None,0,14,0,0,0,0,2,2,4,10,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Werewolf (Wolf Form),6,Medium,58,12,40,0,0,0,0,2,15,13,14,10,11,10,None,0,14,0,0,0,0,2,1,4,10,No,0,0,0,None,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Werewolf (Hybrid Form),6,Medium,58,12,30,0,0,0,0,2,15,13,14,10,11,10,None,0,14,0,0,0,0,2,3,4,10,No,0,0,0,Common,0,0,0,None,BPS From Nonmagical Attacks,1,,0,None
Magmin,3,Small,9,14,30,0,0,0,0,0,7,15,12,8,11,10,None,0,10,0,60,0,0,2,1,4,12,No,0,0,0,Ignan,0,0,0,None,Fire,1,BPS From Nonmagical Attacks,1,None
Manticore,6,Large,68,14,30,50,0,0,0,0,17,16,17,7,12,8,None,0,11,0,60,0,0,1,4,5,11,No,0,0,0,Common,0,0,0,None,,0,,0,None
Medusa,9,Medium,127,15,30,0,0,0,0,4,10,15,16,12,13,15,None,0,14,0,60,0,0,1,4,5,30,No,0,0,0,Common,0,0,0,None,,0,,0,None
Dust Mephit,3,Small,17,12,30,30,0,0,0,2,5,14,10,9,11,10,None,0,12,0,60,0,0,2,2,4,6,No,0,0,0,"Auran, Terran",0,0,0,Fire,Poison,1,,0,Poisoned
Ice Mephit,3,Small,21,11,30,30,0,0,0,2,7,13,10,9,11,12,None,0,12,0,60,0,0,3,2,3,9,No,0,0,0,"Aquan, Terran",0,0,0,"Bludgeoning, Fire","Cold, Poison",2,,0,Poisoned
Magma Mephit,3,Small,22,11,30,30,0,0,0,1,8,12,12,7,10,10,None,0,10,0,60,0,0,3,2,3,9,No,0,0,0,"Ignan, Terran",0,0,0,Cold,"Fire, Poison",2,,0,Poisoned
Mud Mephit,2,Small,27,11,20,20,0,20,0,1,8,12,12,9,11,7,None,0,10,0,60,0,0,2,2,3,7,No,0,0,0,"Aquan, Terran",0,0,0,None,Poison,1,,0,Poisoned
Smoke Mephit,2,Small,22,12,30,30,0,0,0,2,6,14,12,10,10,11,None,0,12,0,60,0,0,2,2,4,6,No,0,0,0,"Auran, Ignan",0,0,0,None,"Fire, Poison",2,,0,Poisoned
Steam Mephit,2,Small,21,10,30,30,0,0,0,0,5,11,10,11,10,12,None,0,10,0,60,0,0,2,2,2,8,No,0,0,0,"Aquan, Ignan",0,0,0,None,"Fire, Poison",2,,0,Poisoned
Merfolk,1,Medium,11,11,10,40,0,0,0,0,10,13,12,11,11,12,None,0,12,0,0,0,0,1,1,2,8,No,0,0,0,"Aquan, Common",0,0,0,None,,0,,0,None
Merrow,5,Large,45,13,10,40,0,0,0,0,18,10,15,8,10,9,None,0,12,0,60,0,0,1,4,6,12,No,0,0,0,"Abyssal, Aquan",0,0,0,None,,0,,0,None
Mimic,5,Medium,58,12,15,0,0,0,0,0,17,12,15,5,13,8,None,0,11,0,60,0,0,4,2,5,19,No,0,0,0,None,0,0,0,None,Acid,1,,0,Prone
Mind Flayer,10,Medium,71,15,30,0,0,0,0,6,11,12,12,19,17,17,"Int, Wis, Cha",3,16,0,120,0,0,2,3,7,24,Yes,4,7,15,"Deep Speech, Undercommon",120,0,0,None,,0,,0,None
Minotaur,6,Large,76,14,40,0,0,0,0,1,18,11,16,6,16,9,None,0,17,0,60,0,0,3,2,6,28,No,0,0,0,Abyssal,0,0,0,None,,0,,0,None
Modrone,1,Medium,5,15,30,30,0,0,0,0,10,13,12,4,10,5,None,0,10,120,0,0,0,2,2,3,7,No,0,0,0,Modron,0,0,0,None,,0,,0,None
Duodrone,2,Medium,11,15,30,0,0,0,0,0,11,13,12,6,10,7,None,0,10,120,0,0,0,2,3,3,7,No,0,0,0,Modron,0,0,0,None,,0,,0,None
Tridrone,3,Medium,16,15,30,0,0,0,0,0,12,13,12,9,10,9,None,0,10,120,0,0,0,2,3,3,7,No,0,0,0,Modron,0,0,0,None,,0,,0,None
Quadrone,4,Medium,22,16,30,30,0,0,0,1,12,14,12,10,10,11,None,0,12,120,0,0,0,2,3,4,8,No,0,0,0,Modron,0,0,0,None,,0,,0,None
Pentadrone,5,Medium,32,16,40,0,0,0,0,1,15,14,12,10,10,13,None,0,14,120,0,0,0,2,3,4,8,No,0,0,0,Modron,0,0,0,None,,0,,0,None
Mummy,6,Medium,58,11,20,0,0,0,0,0,16,8,15,6,10,12,Wis,2,10,0,60,0,0,0,3,5,33,No,0,0,0,None,0,0,0,Fire,"Necrotic, Poison",2,BPS From Nonmagical Attacks,1,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned"
